date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:12	395/395	---M--	200	added ('OK')	image/gif	etag:%22105c7d7-18b-42206753e2dc0%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c3.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c3.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:13	25197/25197	---M--	200	added ('OK')	text/html	etag:%22105c803-626d-434de8b66d940%22	http://www.damodara.de/english/html/music.mp3.htm	www.damodara.de/english/html/music.mp3.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:13	313/313	---M--	200	added ('OK')	image/gif	etag:%22105c7dc-139-42206753e2dc0%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c4.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c4.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:14	408/408	---M--	200	added ('OK')	image/gif	etag:%22105c7f3-198-42206754d7000%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c6.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c6.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:14	25533/25533	---M--	200	added ('OK')	text/html	etag:%22105c822-63bd-434de8b855dc0%22	http://www.damodara.de/english/html/poetry.htm	www.damodara.de/english/html/poetry.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:15	448/448	---M--	200	added ('OK')	image/gif	etag:%22105c7d8-1c0-42206754d7000%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c8.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c8.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:15	33078/33078	---M--	200	added ('OK')	text/html	etag:%22105c7fd-8136-434de8ba3e240%22	http://www.damodara.de/english/html/prayers.htm	www.damodara.de/english/html/prayers.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:16	2773/2773	---M--	200	added ('OK')	text/html	etag:%22105c7fb-ad5-43fb36fe7ca00%22	http://www.damodara.de/english/html/help.htm	www.damodara.de/english/html/help.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:16	323/323	---M--	200	added ('OK')	image/gif	etag:%22105c7d5-143-42206755cb240%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c9.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c9.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:17	7118/7118	---M--	200	added ('OK')	text/html	etag:%22105e002-1bce-434de8add8500%22	http://www.damodara.de/english/html/krsna/we_are/who_we_are.htm	www.damodara.de/english/html/krsna/we_are/who_we_are.html	(from http://www.damodara.de/english/index_eng_01.htm)
